real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
24,55.65,94.1198,44.1532,39.5203,15.8388,9.70457,18.1223,53.3549,10.4125,36.9237,32.3954,13.6714,9.3813,26.7522
25,48.2392,82.2109,37.3373,33.9412,14.1147,8.69789,16.0663,46.0321,10.0415,33.5131,29.0357,12.9223,9.04066,23.4676
26,48.1146,82.433,37.0869,33.636,14.0688,8.59706,16.2126,45.7255,10.1591,33.6228,28.7151,13.1696,9.11471,23.5873
27,48.915,83.4181,37.9606,34.5039,14.5437,8.77427,16.5866,46.3311,10.363,34.0828,29.2372,13.5055,9.3208,24.148
28,50.4083,85.3927,39.5703,35.8229,14.6811,8.92829,16.7121,48.0201,10.1874,34.5432,30.0248,13.2014,9.19094,24.5744
29,60.8444,99.3693,50.9367,45.0113,16.8937,9.14777,19.669,57.1849,10.4421,39.1551,33.9902,14.1953,9.5539,30.1809
30,46.9586,80.0333,36.194,33.0512,13.8926,8.57998,15.7175,44.8014,9.99257,32.916,28.5494,12.804,9.00567,22.9082
31,54.8218,93.8923,43.0621,38.8082,15.886,10.0473,17.9835,52.8069,10.6716,36.8317,32.4348,13.7719,9.54555,26.2531
32,66.5107,117.066,52.4471,46.2252,19.1342,11.7474,22.7137,63.3323,12.7193,43.862,36.7238,17.2243,11.068,32.5946
33,66.8955,124.95,49.6727,43.9985,19.7073,13.6155,23.542,64.8607,14.0777,45.4894,37.4789,18.5546,11.8445,32.0207
34,64.0559,117.635,48.0346,42.5371,18.5166,12.6396,22.0578,62.2,13.0437,43.2756,36.1065,17.13,11.0938,30.4696
35,59.4807,109.66,43.8436,39.1281,17.6919,11.8378,21.0426,57.211,12.9138,41.1864,33.8386,17.088,11.0319,28.7783
36,64.4266,104.735,54.2537,47.6578,17.6501,9.53943,20.5774,60.7828,10.4676,40.6367,35.55,14.4117,9.60735,31.7105
37,51.2303,86.832,40.3134,36.3878,14.8321,9.03541,16.9536,48.8606,10.2323,34.9444,30.3383,13.2844,9.21573,24.9573
38,53.1361,87.5065,43.0854,38.9353,15.2639,9.20651,16.922,50.9704,9.81996,35.1911,31.8023,12.6174,9.00394,25.5565
39,49.8319,88.7582,37.1098,33.8998,15.0455,10.0125,17.1157,48.0691,11.08,35.2104,30.1916,14.1311,9.73235,23.9908
40,47.2684,81.485,35.9949,32.859,13.9186,8.9198,15.7497,45.4848,10.0535,33.1191,28.8319,12.7722,9.00009,22.7486
41,71.0264,123.638,57.0189,49.852,19.9734,11.9767,23.9181,67.53,12.7797,45.8328,38.4438,17.5555,11.1612,34.7761
42,49.8777,86.951,37.8972,34.3831,14.8336,9.25752,17.1068,47.4271,10.759,34.9188,29.6083,14.0506,9.56438,24.43
43,60.0778,107.382,46.1182,41.0398,17.5216,11.2076,20.7305,57.4811,12.3072,40.8195,34.0505,16.2951,10.6641,29.2939
44,48.7648,80.3355,38.8888,35.3422,13.9515,8.52169,15.4916,46.8498,9.31063,32.9191,29.6654,11.8392,8.56934,23.3302
45,59.1873,96.7875,49.182,43.6998,16.5489,9.29812,18.9406,56.1066,10.2271,38.1959,33.742,13.6592,9.37122,28.9751
46,34.5518,60.7587,24.0556,23.0095,10.9405,7.13374,12.2297,32.8576,9.30596,27.1132,22.9214,11.529,8.36517,17.0479
47,73.1284,128.07,58.7447,51.17,20.4149,12.2748,24.6736,69.5781,13.0986,47.1055,39.2122,18.0031,11.3605,35.8221
48,48.5758,82.9679,37.5893,34.2073,14.3026,8.85494,16.2174,46.4014,10.1603,33.7583,29.3025,13.0544,9.13544,23.6325
49,52.4226,88.7581,41.3522,37.1169,15.1002,8.92123,17.4998,49.6261,10.3744,35.5977,30.4718,13.7324,9.34497,25.7696
50,62.9161,102.662,52.8709,46.7454,17.639,9.60749,20.3782,59.1442,10.7245,40.2235,35.1317,14.6362,9.81713,31.2214
51,72.9668,128.013,58.0372,50.7855,20.4062,12.9204,24.139,70.3894,12.8235,46.6398,39.9708,17.3365,11.1395,34.8471
52,63.4431,104.809,52.8661,46.7183,17.7631,9.95963,20.5879,59.9404,10.9343,40.696,35.4578,14.8006,9.91723,31.2847
53,61.3003,101.973,50.5185,44.6613,17.1743,9.72757,20.0188,57.9949,10.8285,39.7428,34.3613,14.6105,9.78015,30.2233
54,45.4468,80.2143,33.6028,30.9166,13.832,8.93533,15.7733,43.4169,10.5305,32.8518,27.8738,13.4543,9.33,22.2129
55,42.2264,68.8915,33.217,30.6087,12.5234,7.20354,13.9395,39.7659,9.01565,29.9138,26.2501,11.5421,8.3485,20.9646
56,46.0125,78.6857,35.2876,32.1211,13.548,8.19948,15.6071,43.6131,9.97605,32.5705,27.6862,12.8977,8.96201,22.7159
57,51.499,86.7977,40.6359,36.6803,14.935,9.04367,16.9767,49.1238,10.1627,34.9412,30.5199,13.2421,9.19083,25.0549
58,50.9571,86.7175,39.9348,36.137,14.8821,9.11471,16.9605,48.575,10.3483,34.9325,30.3005,13.408,9.30204,24.8534
59,48.2583,82.0854,37.5886,34.1606,14.2818,8.53181,16.3658,45.5769,10.2599,33.7432,28.817,13.3537,9.237,23.9306
60,45.0286,79.1369,33.3125,30.6188,13.6354,8.75367,15.6073,42.93,10.3848,32.5365,27.5508,13.3243,9.23053,22.0361
61,47.081,81.671,35.716,32.5132,13.9235,8.698,16.0305,44.8906,10.2805,33.3228,28.3358,13.2414,9.16326,23.0458
62,62.7522,103.483,52.1055,46.02,17.5598,9.8066,20.3956,59.2222,10.8109,40.2685,35.0142,14.735,9.83259,30.9524
63,54.5715,91.5511,43.6688,39.0335,15.5434,9.07847,17.9839,51.7072,10.3464,36.4458,31.4632,13.7582,9.35906,26.749
64,50.0991,82.4819,40.1282,36.302,14.1879,8.62186,15.8505,48.1412,9.34195,33.5172,30.1676,11.9446,8.59197,23.9353
65,47.5898,82.4631,36.083,32.9642,14.102,9.0239,16.004,45.6364,10.2514,33.4465,28.9338,13.0962,9.16113,22.9769
66,72.2308,122.6,59.3829,52.1798,20.2912,12.1175,23.574,69.0003,12.2421,45.6207,39.8025,16.6478,10.8822,35
67,42.6947,76.4353,30.6973,28.5512,13.3175,8.68836,15.2035,40.5836,10.5939,31.7775,26.577,13.5186,9.36291,21.0375
68,70.0741,124.268,55.4232,48.5638,20.0007,12.2427,24.0804,66.6002,13.3098,46.0236,38.0202,18.1415,11.4841,34.4833
69,52.2772,87.4272,41.6619,37.6094,15.1805,9.08093,17.147,49.8007,10.1535,35.2195,30.9725,13.2521,9.22406,25.4721
70,51.4453,86.6819,40.7443,36.7873,14.8852,8.9841,16.9457,49.0106,10.1687,34.9491,30.4845,13.2035,9.18946,25.0775
71,57.7556,99.3083,45.5945,40.6226,16.6491,10.0339,19.4493,54.8513,11.2362,38.6825,32.8976,15.0153,9.9874,28.3343
72,28.1227,47.3729,19.2464,19.2522,9.32583,5.92374,9.86868,26.5213,8.30992,23.3468,20.3387,9.98968,7.67759,14.0237
73,36.017,59.2464,26.9926,25.5521,11.1113,6.67221,12.0865,34.0074,8.62799,26.9198,23.6976,10.7818,8.00912,17.8049
74,62.0791,112.406,47.334,41.9241,18.1311,11.5467,21.7851,59.1636,12.9186,42.3319,34.6008,17.2743,11.0879,30.4988
75,59.9777,109.517,45.0251,40.0111,17.6628,11.4698,21.2116,57.2881,12.8444,41.38,33.7166,17.0964,10.9997,29.4004
76,61.8389,111.201,47.2548,42.0589,18.0287,11.8683,21.1947,59.6075,12.5293,41.7484,35.1804,16.4846,10.8129,29.7726
77,45.8768,79.6984,34.6313,31.7654,13.8992,8.62617,15.8895,43.4431,10.429,32.923,27.8775,13.456,9.31105,22.7092
78,67.8102,110.491,57.2364,50.2049,18.4146,10.3117,21.2837,64.5964,10.5656,42.1088,37.4944,14.4228,9.68167,32.8265
79,60.5979,113.604,44.2094,39.3243,18.0426,12.2402,21.7867,58.2439,13.4879,42.3211,34.1084,17.8579,11.3894,29.4699
80,66.9363,111.138,55.7317,48.9615,18.3701,10.566,21.401,63.7836,11.0145,42.2663,37.0714,14.9102,9.94769,32.5
81,64.3307,125.713,45.0745,40.0138,19.3567,14.1019,23.5619,62.7162,14.8747,45.3551,36.1147,19.5011,12.2572,30.7076
82,45.5371,74.6783,35.9657,32.9111,13.0692,8.04416,14.3686,43.894,8.90037,31.1663,28.2755,11.1565,8.22929,21.6769
83,69.3642,124.533,53.7671,47.4965,20.1476,13.1425,23.703,66.8443,13.4171,45.7122,38.6492,17.9334,11.5377,33.3688
84,59.3703,107.438,45.0216,40.1682,17.6357,11.2833,20.9429,56.5668,12.7185,40.9464,33.6499,16.8802,10.9559,29.237
85,49.1169,82.8713,38.4553,34.9435,14.4054,8.76658,16.2646,46.8248,10.0185,33.7999,29.5442,12.9384,9.06932,23.9329
86,52.5513,87.9845,41.875,37.6959,15.1354,9.03246,17.2402,50.0116,10.1431,35.3569,30.9176,13.291,9.2046,25.6202
87,48.7323,83.0667,37.7422,34.3072,14.4413,8.7349,16.4612,46.2217,10.2739,33.92,29.1606,13.3816,9.25209,23.9641
88,72.4032,118.27,61.5419,53.9336,19.8582,11.1203,22.8578,68.8899,11.1943,44.5862,39.7685,15.369,10.216,35.1818
89,64.6136,107.208,53.5553,47.117,17.9568,10.0644,21.0399,61.0277,11.0337,41.3024,35.6863,15.1127,9.97803,31.8283
90,51.0239,100.193,34.305,31.2923,16.0734,11.5624,19.3454,49.1335,13.3912,38.2683,30.053,17.325,11.2028,24.9172
91,63.4674,103.698,52.9128,47.0135,17.7736,10.3551,19.9961,60.6622,10.4702,40.0836,36.2682,13.9785,9.62497,30.5321
92,59.2629,106.443,44.9348,40.0496,17.0857,11.4057,20.0766,57.4008,11.9592,40.1316,34.021,15.5968,10.3467,28.2232
93,69.7358,124.491,54.3105,47.8284,19.9799,13.0134,23.5603,67.3602,13.1223,45.5889,38.7262,17.554,11.3071,33.3807
94,35.7303,66.4298,23.5597,22.6053,11.616,8.11256,13.1991,34.2709,10.248,28.5905,23.5439,12.7146,8.97308,17.5365
95,70.651,120.572,57.5209,50.7407,19.9993,12.2689,23.0363,67.8199,12.1759,44.8592,39.4218,16.3892,10.8075,33.9559
96,73.6279,122.515,61.7632,54.0025,20.2766,11.5291,23.688,69.9508,11.7995,45.7769,40.0345,16.2801,10.6179,35.8857
97,59.9613,110.462,44.3719,39.7241,18.0422,12.0931,21.2749,57.6542,13.1135,41.5366,34.3029,17.3058,11.2098,29.0891
98,61.3792,112.115,45.9019,40.7039,17.9035,11.8236,21.4497,58.9758,12.8018,41.8944,34.4681,17.0538,10.962,29.6629
99,63.7698,107.14,52.1158,45.9635,17.9356,10.3185,20.9718,60.4236,11.2569,41.1675,35.4565,15.3273,10.1044,31.3185
