real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
68,64.8179,113.597,51.3548,45.3025,18.6039,11.2548,22.1522,61.4889,12.4827,42.9592,35.8198,16.8728,10.8908,31.9667
69,62.2106,103.451,51.0588,45.3075,17.5601,10.263,20.0937,59.2899,10.8287,40.0095,35.3108,14.5183,9.81506,30.218
70,64.3074,107.366,53.0407,46.8459,17.9003,10.4626,20.7167,61.3095,11.0062,41.1396,36.0818,14.7553,9.91731,31.2303
71,63.2939,107.603,51.1168,45.1447,17.9275,10.5359,21.0222,60.0447,11.4917,41.2239,35.2697,15.5976,10.2473,31.0403
72,37.7007,63.3609,28.1856,26.5178,11.6163,7.05091,12.8462,35.5856,9.09766,28.1453,24.3763,11.4055,8.32559,18.7127
73,46.3622,75.8702,36.8052,33.5567,13.5704,7.82539,15.1888,43.8018,9.32946,31.9134,28.1159,12.1444,8.62458,22.8145
74,66.8217,120.449,51.7113,45.4864,19.2892,12.1298,23.2922,63.6431,13.3489,44.749,36.6012,18.0296,11.4374,32.8333
75,63.6254,117.724,47.5033,42.0001,18.7265,12.3382,22.6851,60.8894,13.6083,43.7038,35.2766,18.2061,11.533,31.1318
76,60.4324,107.961,46.3424,41.3297,17.6304,11.5061,20.6453,58.1687,12.2422,40.8578,34.5575,16.0832,10.6181,29.148
77,61.4154,105.45,49.1249,43.5732,17.6526,10.4716,20.7026,58.1484,11.6796,40.652,34.4759,15.7411,10.3578,30.2898
78,66.2384,107.901,55.7629,48.9958,18.0481,10.1025,20.8352,63.0533,10.4631,41.3518,36.784,14.25,9.59639,32.1057
79,59.9934,111.727,44.0252,39.1919,17.8347,11.9953,21.4713,57.5984,13.2602,41.8238,33.8494,17.5542,11.2424,29.208
80,65.7494,109.613,54.4465,47.8933,18.1273,10.4726,21.1487,62.6138,11.04,41.8094,36.5048,14.9185,9.94767,31.9757
81,63.2954,124.038,44.0994,39.212,19.1198,13.963,23.2793,61.6889,14.8199,44.8714,35.6379,19.4063,12.2098,30.2458
82,46.1551,75.6804,36.5626,33.3874,13.2135,8.08892,14.5737,44.4453,8.95324,31.4808,28.5047,11.2646,8.27379,22.008
83,62.5381,113.299,47.4269,42.3044,18.5253,12.2528,21.7021,60.2191,12.9493,42.4135,35.6193,17.0933,11.1405,30.1947
84,66.7624,119.126,52.2001,46.0108,19.3544,12.0146,23.1484,63.5033,13.1919,44.5035,36.7528,17.8167,11.3757,32.885
85,61.4197,103.39,49.8196,44.2474,17.4104,10.3657,20.0229,58.6214,11.0049,39.8963,34.9222,14.6861,9.89329,29.8029
86,64.1877,107.104,52.7355,46.5849,17.9527,10.4759,20.7618,61.1223,11.0175,41.059,35.9787,14.889,9.95055,31.1912
87,63.9595,108.982,51.6094,45.5998,18.1748,10.7072,21.2568,60.7324,11.6243,41.6237,35.6669,15.7637,10.3515,31.3218
88,68.4276,111.805,57.8066,50.8787,18.9348,10.6227,21.7177,65.0221,10.9497,42.6899,38.0047,14.9229,10.0059,33.3415
89,66.4263,110.963,54.9022,48.2108,18.4683,10.4467,21.7198,62.801,11.3435,42.3755,36.4743,15.5824,10.2031,32.6828
90,49.0199,91.0178,34.9507,31.8883,15.0766,10.1315,17.7911,46.8267,11.9497,35.8907,29.1509,15.4691,10.2809,24.0752
91,63.7915,104.233,53.2125,47.2571,17.8498,10.3963,20.0927,60.9751,10.4929,40.2408,36.4083,14.0203,9.64365,30.6849
92,57.2285,103.018,43.072,38.5151,16.599,11.1048,19.4909,55.3841,11.8132,39.1414,33.0825,15.3603,10.2273,27.3075
93,59.7748,108.596,44.8471,40.049,17.6265,11.7861,20.7187,57.717,12.5343,40.887,34.2641,16.4528,10.7801,28.7446
94,42.3466,77.67,29.5512,27.5009,13.2449,9.02229,15.2473,40.641,10.8128,31.9015,26.4335,13.7025,9.43431,20.6717
95,61.5342,104.965,49.298,43.9953,17.7543,10.9472,20.2528,58.9474,11.3975,40.2933,35.3515,15.0807,10.1761,29.7122
96,62.957,105.128,51.7327,45.8084,17.7527,10.2428,20.5267,59.7152,11.0701,40.6129,35.3924,14.929,9.99187,30.8191
97,61.5838,112.97,45.9492,41.0325,18.4501,12.2791,21.756,59.1807,13.2201,42.3062,35.027,17.5142,11.311,29.8808
98,62.0894,112.385,46.9391,41.5742,18.0036,11.7539,21.5085,59.616,12.6549,42.0218,34.8014,16.8964,10.8851,29.9988
99,66.0765,111.282,54.1383,47.6047,18.5167,10.6501,21.7375,62.626,11.5119,42.3923,36.4328,15.7503,10.3016,32.4412
