real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
69,61.5711,102.383,50.4707,44.8295,17.4157,10.1782,19.9118,58.6589,10.7889,39.7025,35.0273,14.4487,9.78278,29.9292
70,64.7985,107.982,53.5968,47.301,18.0113,10.4673,20.8574,61.7292,11.0181,41.3542,36.2718,14.8041,9.93693,31.5046
71,63.2902,107.225,51.2741,45.2799,17.8991,10.4621,20.9646,60.0133,11.4137,41.1371,35.2682,15.5027,10.2005,31.0501
72,60.0736,100.513,49.1697,43.5716,16.9703,9.6123,19.8131,56.6857,10.9254,39.3416,33.7678,14.7229,9.83903,29.7323
73,52.1254,85.3057,42.2742,38.0168,14.9576,8.47182,16.9684,49.2259,9.78393,34.7741,30.5554,12.9749,9.00776,25.6624
74,67.228,121.341,52.0011,45.7268,19.4166,12.2274,23.4583,64.0371,13.4375,45.009,36.7836,18.1569,11.5015,33.0328
75,64.0686,119.865,47.3106,41.8265,18.9568,12.6797,23.0454,61.4103,13.9507,44.2546,35.4791,18.6444,11.751,31.3131
76,59.9984,106.753,46.1571,41.1862,17.4977,11.3447,20.4581,57.6866,12.1202,40.5462,34.3517,15.9271,10.5405,28.9818
77,63.74,109.836,51.0723,45.1647,18.2782,10.8666,21.5159,60.3802,11.9965,41.9441,35.4832,16.2389,10.5977,31.4212
78,66.1583,107.743,55.6982,48.9382,18.0347,10.0715,20.8297,62.9397,10.4649,41.3201,36.7227,14.2668,9.59984,32.0969
79,60.0816,111.416,44.3073,39.4324,17.8267,11.9159,21.4346,57.6398,13.177,41.7677,33.8858,17.4596,11.1956,29.2721
80,65.6125,109.757,54.1719,47.6535,18.1306,10.5002,21.1971,62.4572,11.1277,41.8505,36.4034,15.0421,10.0026,31.9482
81,62.7511,123.163,43.5849,38.7884,18.9959,13.8893,23.1332,61.146,14.7932,44.6193,35.3848,19.3602,12.1863,30.0053
82,45.8293,75.1248,36.2892,33.1396,13.1353,7.982,14.5282,44.0352,8.95362,31.3545,28.2729,11.2937,8.27381,21.9387
83,62.3706,112.875,47.3383,42.2426,18.4951,12.2037,21.65,60.0202,12.9256,42.3138,35.5451,17.067,11.1294,30.1438
84,67.4761,120.175,52.9293,46.6083,19.5185,12.0725,23.3514,64.1661,13.2242,44.8312,37.0559,17.8903,11.409,33.242
85,61.2678,103.659,49.4597,43.9482,17.435,10.4427,20.0857,58.4753,11.1264,39.9624,34.8425,14.8433,9.97046,29.7517
86,63.4481,106.147,51.9349,45.9264,17.8079,10.4291,20.5999,60.4047,11.033,40.7711,35.643,14.8881,9.95098,30.8566
87,65.3796,112.591,52.4018,46.2307,18.6301,11.1261,21.9025,62.1537,12.0182,42.6322,36.276,16.3154,10.6199,31.9955
88,69.1718,112.998,58.5235,51.4553,19.1141,10.6816,21.9632,65.6881,11.0124,43.0647,38.2891,15.0524,10.0603,33.7366
89,66.3376,111.604,54.4708,47.8511,18.5179,10.6021,21.8164,62.7763,11.5072,42.5136,36.4478,15.7789,10.3024,32.6146
90,56.1651,101.05,42.4363,37.9863,16.6122,10.5652,19.7156,53.4444,12.1216,39.0261,32.124,16.0258,10.5076,27.629
91,62.1515,101.551,51.6794,45.9934,17.4664,10.1695,19.6365,59.351,10.3952,39.4636,35.6502,13.8552,9.55989,29.9501
92,56.0853,101.125,42.0119,37.6409,16.3293,10.9401,19.1696,54.2487,11.7398,38.5942,32.552,15.2401,10.1659,26.7959
93,59.6821,108.497,44.739,39.958,17.6178,11.7761,20.7175,57.6054,12.5512,40.8659,34.2073,16.4822,10.7921,28.7226
94,48.4186,89.2401,34.5237,31.5306,14.842,10.0616,17.3581,46.5118,11.6175,35.2573,29.0312,14.9875,10.0368,23.5695
95,61.6519,104.67,49.6111,44.2535,17.7477,10.8522,20.2289,58.9966,11.31,40.2451,35.3781,14.9958,10.1281,29.8005
96,64.8693,108.15,53.5906,47.3184,18.2007,10.4243,21.1074,61.4928,11.1983,41.539,36.1829,15.1866,10.1059,31.7761
97,61.3933,112.677,45.7695,40.8973,18.4284,12.2674,21.7177,58.9821,13.2292,42.2326,34.9544,17.5203,11.3187,29.8077
98,61.6581,111.537,46.5951,41.2938,17.8901,11.6699,21.3614,59.1863,12.5958,41.781,34.6078,16.809,10.8423,29.802
99,66.396,112.108,54.3101,47.7413,18.6201,10.7478,21.8841,62.948,11.603,42.6218,36.5708,15.8769,10.3634,32.5912
