real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
21,68.3512,111.563,57.841,50.5951,18.4482,10.177,21.5767,64.8511,10.6774,42.5127,37.4133,14.6601,9.75344,33.3123
22,62.7486,106.094,50.8921,44.8994,17.5206,10.3136,20.5147,59.7912,11.1077,40.6457,35.0812,14.9621,9.93451,30.5314
23,64.5152,109.11,52.4858,46.284,18.2032,10.5306,21.3244,61.1352,11.492,41.7245,35.7969,15.6593,10.2746,31.662
24,56.3188,93.9081,45.3169,40.4875,15.9129,9.51208,18.157,53.8404,10.2033,36.9631,32.6445,13.483,9.27546,27.1423
25,65.5755,114.772,51.9065,45.7805,18.6228,11.5449,22.0182,62.7287,12.2659,43.0378,36.4647,16.4487,10.7148,31.8152
26,67.7576,117.055,54.5889,47.8362,18.9173,11.2922,22.5857,64.4824,12.1511,43.8675,37.0296,16.5297,10.6722,33.1132
27,66.5367,113.599,53.9362,47.5477,18.9489,11.1327,22.2085,63.103,12.0187,43.08,36.8096,16.383,10.6656,32.7005
28,65.7008,111.431,53.5907,47.259,18.4338,10.8968,21.5362,62.5646,11.5707,42.3197,36.5705,15.5981,10.3129,32.0068
29,65.2873,106.655,55.1446,48.4312,17.95,9.63419,21.0412,61.3642,10.7869,41.3592,35.8504,14.8341,9.84362,32.3763
30,62.4899,107.195,50.1321,44.3957,17.7483,10.713,20.723,59.6416,11.5411,40.975,35.1883,15.4088,10.2264,30.4382
31,64.135,115.902,49.0066,43.4847,18.7063,12.2516,22.1203,61.695,12.9637,43.1543,36.1005,17.1862,11.1423,30.9584
32,58.7761,103.555,45.5627,40.6494,17.2436,10.7,20.2361,55.9276,11.9829,39.8845,33.453,15.9475,10.4862,28.8779
33,60.3627,112.012,44.5428,39.8089,18.0093,12.268,21.3751,58.2238,13.2146,41.877,34.4682,17.3157,11.2273,29.154
34,57.2872,102.827,43.3528,38.6743,16.6011,10.8462,19.652,55.0943,11.8602,39.2408,32.8172,15.5551,10.2773,27.64
35,53.5206,95.7838,40.0235,36.1353,16.0272,10.3626,18.6402,51.1965,11.6592,37.354,31.339,15.2866,10.1861,26.0481
36,62.8218,102.134,52.7105,46.4146,17.2906,9.38672,20.0936,59.2741,10.3599,39.8519,34.8963,14.2038,9.5175,30.9168
37,68.6655,115.936,56.5672,49.6315,19.0221,11.1537,22.3364,65.4411,11.6557,43.6563,37.7828,15.8126,10.3886,33.4286
38,63.6592,104.74,53.1288,47.0104,17.7603,10.1334,20.3556,60.5316,10.7235,40.53,35.8896,14.3885,9.76174,31.0433
39,53.2568,96.2108,39.57,35.9026,16.1017,10.7631,18.5499,51.3116,11.823,37.4037,31.6292,15.2485,10.2709,25.7368
40,61.1968,103.096,49.7187,44.0698,17.1646,10.2613,19.8427,58.5488,10.8801,39.7394,34.7453,14.434,9.75723,29.6316
41,61.7322,104.901,49.8298,44.0366,17.4471,10.1742,20.5309,58.4679,11.3257,40.4526,34.4531,15.3278,10.1034,30.3674
42,66.363,120.742,50.5022,44.5919,19.3976,12.5396,23.2457,63.4725,13.5113,44.6522,36.6875,18.2071,11.555,32.3227
43,62.6591,115.656,46.8278,41.5677,18.5082,12.311,22.1997,60.1538,13.413,43.0714,35.1511,17.787,11.3946,30.509
44,40.2453,67.1607,30.6297,28.4426,11.9835,7.31637,13.3486,38.2517,9.00049,29.1229,25.4839,11.3282,8.25939,19.6678
45,61.4841,100.469,51.4189,45.4931,17.1006,9.45643,19.7154,58.1287,10.4316,39.3691,34.5918,14.0807,9.54716,30.2277
46,60.7836,102.935,49.2136,43.4533,17.0575,9.84453,20.1381,57.5463,11.1032,39.8735,33.9135,14.9912,9.9163,29.9438
47,69.8295,122.753,55.597,48.6022,19.6423,11.9068,23.6948,66.44,12.8781,45.5102,37.7965,17.5881,11.1698,34.2306
48,67.4674,116.803,54.2002,47.7164,19.0411,11.6131,22.4042,64.5391,12.1965,43.7306,37.3986,16.3924,10.7087,32.739
49,69.949,119.04,57.1688,49.9889,19.4421,11.2485,23.1271,66.2912,12.0563,44.6092,37.9224,16.6433,10.6941,34.2922
50,65.2607,106.473,55.0603,48.5474,18.2269,9.90114,21.0978,61.3642,10.9069,41.371,36.1585,14.9776,9.97787,32.3545
51,63.9423,111.538,50.3505,44.4687,18.1186,11.3354,21.3066,61.3951,11.8797,41.9341,35.8255,15.8964,10.4217,30.7874
52,61.1997,101.671,50.5315,44.799,17.2878,9.77509,20.0357,57.7767,10.9113,39.7497,34.4508,14.7005,9.87103,30.2444
53,60.9301,102.547,49.6641,43.9431,17.1903,9.90578,20.1131,57.6925,11.0681,39.8502,34.1831,14.9018,9.92315,30.0424
54,66.2681,120.677,50.3997,44.5645,19.4053,12.7158,23.1196,63.6502,13.4836,44.5665,36.8838,18.0383,11.5166,32.1286
55,67.3872,109.571,57.075,50.0781,18.5454,10.0204,21.5683,63.5317,10.8219,42.179,36.9736,14.9787,9.91653,33.2322
56,65.9549,109.903,54.8101,48.0146,18.1592,10.0983,21.5108,62.3019,11.1896,42.102,36.0539,15.342,10.0553,32.578
57,67.517,116.368,54.2217,47.7572,19.1208,11.6589,22.3974,64.5728,12.1161,43.5992,37.4635,16.3839,10.6846,32.7318
58,69.6723,119.445,56.7476,49.8565,19.5599,11.7335,22.9877,66.4756,12.2315,44.6521,38.3652,16.5454,10.7897,33.9166
59,65.4759,108.672,54.5964,48.0142,18.228,10.1008,21.3969,61.6923,11.2233,41.8809,36.0457,15.3573,10.1285,32.442
60,59.8843,103.872,47.0671,41.8433,17.2654,10.5908,20.2222,57.028,11.608,39.938,33.9103,15.5431,10.2531,29.2461
61,69.9336,119.134,57.3215,50.1045,19.3387,11.2954,22.9835,66.5595,11.991,44.5833,38.0465,16.3769,10.6017,34.1842
62,63.3663,107.161,51.4949,45.499,17.9571,10.4434,21.0125,59.9917,11.444,41.193,35.3131,15.5473,10.237,31.1736
63,68.7038,113.877,57.3089,50.1783,18.8769,10.563,22.1749,65.0303,11.2445,43.2109,37.4988,15.5329,10.1673,33.6423
64,47.0914,77.8238,37.2488,33.854,13.57,8.0459,15.3074,44.7751,9.36491,32.3165,28.4522,12.0815,8.59836,22.9317
65,53.8458,91.4006,42.4654,38.262,15.6008,9.59022,17.7313,51.4753,10.4916,36.2312,31.7194,13.692,9.44608,26.0276
66,61.9079,106.539,49.3909,43.9622,17.9105,10.9164,20.7295,58.9855,11.7468,40.8655,35.1557,15.6719,10.4135,30.2256
67,58.5518,107.496,43.3313,38.7782,17.5521,11.5802,20.8362,55.9972,12.8713,40.7338,33.3792,17.0745,11.0398,28.5732
68,65.6792,112.127,53.4194,47.0238,18.5676,10.7646,21.9645,62.0953,11.9283,42.7152,36.1649,16.2364,10.5673,32.4684
69,61.5024,102.21,50.4378,44.8086,17.4161,10.1526,19.9088,58.5523,10.7938,39.6752,34.9867,14.4663,9.79122,29.9315
70,65.0691,108.08,54.0126,47.6449,18.0585,10.4155,20.9067,61.9294,10.9804,41.4241,36.3687,14.7819,9.92257,31.6761
71,63.1505,106.349,51.4228,45.4124,17.816,10.3175,20.8229,59.8336,11.267,40.92,35.208,15.317,10.1093,31.0016
72,62.7378,106.173,51.1326,45.1409,17.7039,10.1647,20.8375,59.2874,11.4058,40.9607,34.8817,15.4414,10.1778,31.0139
73,64.4402,105.495,53.9526,47.5602,17.9524,9.87227,20.7877,60.8057,10.7805,40.9079,35.793,14.7809,9.84984,31.7572
74,66.7186,120.682,51.4465,45.2848,19.328,12.218,23.3372,63.564,13.449,44.8067,36.5862,18.1452,11.5033,32.7848
75,63.0742,119.684,45.738,40.5307,18.8494,12.873,22.9667,60.585,14.1884,44.0988,35.0819,18.8845,11.8793,30.7812
76,59.5838,105.606,46.0049,41.0676,17.3993,11.157,20.3385,57.1358,12.0487,40.2958,34.1049,15.8661,10.5046,28.906
77,63.4387,110.319,50.3618,44.5888,18.3137,11.0529,21.5853,60.1657,12.1988,42.0306,35.3887,16.4699,10.7212,31.2507
78,65.4866,106.611,55.0938,48.4295,17.885,9.93691,20.6776,62.2065,10.4411,41.0207,36.3605,14.2493,9.58151,31.8531
79,60.4379,111.419,44.9005,39.9304,17.8783,11.8405,21.4678,57.915,13.0942,41.8214,34.0333,17.3813,11.1558,29.4804
80,65.8016,111.043,53.9576,47.4418,18.2662,10.6539,21.4742,62.5968,11.3899,42.2177,36.3948,15.418,10.1734,32.1153
81,61.8891,122.233,42.5811,37.9529,18.8433,13.8486,22.9929,60.2874,14.8616,44.3407,34.9633,19.4354,12.2196,29.641
82,48.4878,79.3434,38.9994,35.2186,13.7636,7.91253,15.618,46.02,9.28166,32.8426,28.9161,12.0448,8.55008,23.7091
83,61.6365,111.679,46.6573,41.6814,18.3397,12.0918,21.4746,59.2535,12.9039,41.9876,35.1852,17.0366,11.111,29.8517
84,67.1166,119.271,52.7272,46.4534,19.4143,11.9747,23.1949,63.8031,13.134,44.5835,36.9098,17.7623,11.3492,33.0767
85,61.4152,105.118,49.0867,43.6347,17.6085,10.6946,20.3707,58.6359,11.4407,40.356,34.8902,15.2591,10.1759,29.8544
86,63.3867,106.594,51.6489,45.6858,17.8623,10.5178,20.7081,60.3277,11.1767,40.8975,35.5899,15.0856,10.0458,30.8652
87,66.0963,116.547,51.877,45.7695,19.0462,11.7746,22.5673,63.0225,12.6815,43.6411,36.6019,17.1619,11.0406,32.2815
88,68.9118,112.559,58.2947,51.2543,19.0562,10.6097,21.9214,65.3744,11.0112,42.9594,38.12,15.0696,10.0597,33.6679
89,66.5494,113.998,53.7728,47.2577,18.7472,11.0502,22.2025,63.1285,11.9653,43.0921,36.56,16.3494,10.5873,32.657
90,66.3833,115.117,53.2735,46.8289,18.802,11.1361,22.4335,62.8828,12.3206,43.4564,36.3875,16.763,10.807,32.7312
91,53.9322,88.116,43.9934,39.6662,15.5545,9.04196,17.352,51.2142,9.91206,35.5742,31.8654,13.033,9.14716,26.2653
92,52.8145,96.4025,38.689,34.8848,15.6158,10.5857,18.3794,51.0148,11.6895,37.2043,31.0058,15.1061,10.0898,25.3458
93,59.1094,107.832,44.0904,39.4137,17.5143,11.7293,20.6281,57.0141,12.5917,40.6757,33.9103,16.5363,10.8127,28.496
94,56.8431,109.057,39.8876,35.7975,17.355,12.194,20.9125,54.8539,13.5684,40.8354,32.5852,17.7956,11.3805,27.5788
95,59.3917,100.404,47.7447,42.7105,17.1711,10.3975,19.5349,56.6704,11.0638,39.056,34.2884,14.6551,9.94843,28.8354
96,64.9568,108.074,53.7696,47.4661,18.2096,10.3834,21.112,61.5426,11.1661,41.5394,36.2079,15.1596,10.09,31.8407
97,61.0966,112.397,45.4103,40.6029,18.3889,12.2659,21.6827,58.6833,13.2696,42.1527,34.8142,17.5678,11.3427,29.6896
98,61.2377,111.813,45.7983,40.6131,17.872,11.771,21.4254,58.787,12.7931,41.8264,34.3693,17.0613,10.9592,29.6345
99,66.1734,112.32,53.8499,47.3614,18.6198,10.8428,21.9079,62.7784,11.7129,42.6476,36.4849,16.0002,10.4275,32.4674
