real_name,din_2009,din_2010,din_2011,din_2012,din_2013,din_2014,din_2015,din_2016,din_2017,din_2018,din_2019,din_2020,din_2021,din_2022
58,203.885,429.267,144.7,120.069,58.8588,44.9761,78.0422,199.976,41.6399,131.732,95.6719,58.7531,31.0672,97.0931
59,184.721,397.742,126.85,105.374,54.3828,42.2891,72.6903,180.972,40.4696,122.618,86.8296,56.7967,30.0818,88.5083
60,155.742,350.249,99.1844,82.8148,47.3722,39.1836,63.6108,153.935,38.0698,108.082,74.6987,52.4371,28.0641,73.9566
61,173.437,379.278,116.008,96.4142,51.4092,41.0401,68.9222,170.782,39.3026,116.767,82.0939,54.7127,29.0775,82.5707
62,86.353,141.975,74.4504,64.2126,23.1715,12.4332,27.5997,81.5073,12.5655,51.8723,44.9957,18.0149,11.3256,42.5052
63,203.316,427.475,144.353,119.522,58.5182,44.2823,78,198.848,41.4291,131.319,94.7072,58.8358,30.9376,97.1812
64,49.7528,81.8077,39.8489,36.0757,14.0955,8.55996,15.7275,47.8059,9.29242,33.3217,30.0193,11.8673,8.5554,23.7694
65,163.014,362.478,105.86,88.3664,49.0589,40.3103,65.5477,161.314,38.5066,111.537,78.2245,53.0632,28.4201,77.0373
66,92.5575,158.454,77.4002,66.8808,25.3609,15.0964,30.0681,88.6289,14.2719,56.1535,48.6566,19.9973,12.4739,44.6652
67,38.4162,66.7916,27.8084,26.2371,12.0746,7.66804,13.48,36.3473,9.70275,29.0563,24.7472,12.2235,8.74224,19.019
68,109.399,211.222,82.8872,70.5641,31.2275,21.1575,39.6901,105.316,21.1597,70.709,54.7112,29.6188,16.9707,53.211
69,216.909,450.085,156.957,130.145,62.0765,46.5687,81.918,212.446,42.5176,137.96,101.438,60.4479,31.8579,103.299
70,203.82,429.137,144.639,119.993,58.7971,44.9329,77.9972,199.927,41.5984,131.671,95.6053,58.7005,31.0296,97.0432
71,159.814,335.129,112.385,93.9026,46.6032,35.261,61.5012,156.155,33.7381,105.045,76.3011,47.396,25.5155,76.5681
72,26.74,44.4287,18.232,18.4374,8.9414,5.63169,9.33921,25.1656,8.05941,22.5065,19.7509,9.61841,7.50059,13.3643
73,32.9518,54.0934,24.1867,23.255,10.3464,6.27082,11.1256,31.0907,8.36113,25.3816,22.3696,10.306,7.78657,16.3248
74,127.553,257.761,92.8063,78.3239,36.8466,26.49,47.8525,123.674,26.0957,83.5551,62.375,36.5135,20.283,61.6518
75,126.951,257.941,91.6233,77.3078,36.7769,26.709,47.829,123.272,26.255,83.4722,62.1191,36.6991,20.3615,61.2566
76,122.856,253.807,86.4619,73.3557,36.0657,27.411,46.4663,120.499,26.2706,81.7245,61.3389,36.0928,20.2594,58.3867
77,171.782,376.577,114.522,95.3826,51.3779,40.9256,68.742,168.776,39.5154,116.229,81.4448,55.0252,29.2856,82.1293
78,99.7616,162.522,87.4637,74.8823,25.9871,14.0303,30.8486,95.0611,12.8284,57.6813,51.2714,18.5912,11.6136,48.2082
79,99.1927,205.749,68.1914,58.3909,29.6105,22.3818,38.1446,96.7799,22.6295,68.103,50.5463,30.8658,17.6446,47.6222
80,89.6854,148.666,77.0958,66.3832,23.7679,13.2828,28.2729,85.511,12.7175,53.4688,46.8616,17.9729,11.3711,43.4481
81,84.1845,173.076,57.4117,49.8343,25.2955,19.3468,31.9298,82.6037,19.5444,58.5801,44.6239,26.124,15.4496,39.986
82,45.3564,74.3678,35.801,32.7776,13.0255,8.02158,14.311,43.7226,8.88375,31.0738,28.1998,11.1275,8.21605,21.5886
83,118.527,236.815,86.4294,73.6776,34.5109,25.2404,43.6157,115.809,23.9205,77.2811,59.8456,33.0056,18.8087,56.4033
84,52.0129,93.3139,38.9534,35.2658,15.7168,10.052,18.3581,49.4799,11.7118,36.8263,30.5445,15.296,10.2116,25.6736
85,211.805,441.898,152.141,126.171,60.7861,45.9261,80.3663,207.592,42.1375,135.483,99.1721,59.7329,31.5156,100.832
86,219.268,453.778,159.238,131.877,62.4345,46.6706,82.5705,214.636,42.5537,139.022,102.21,60.6455,31.8891,104.436
87,199.042,420.654,140.298,116.366,57.7832,43.9564,76.8597,194.736,41.3323,129.393,93.096,58.518,30.8601,95.231
88,100.899,164.736,88.4808,75.9388,26.6358,14.4618,31.4059,96.0591,13.2397,58.4991,52.0743,19.1169,11.9597,48.9067
89,86.1064,142.285,73.8969,63.6748,23.0688,12.4528,27.6109,81.3121,12.6398,51.8798,44.7647,18.1151,11.3433,42.3591
90,53.7489,107.81,35.5188,32.2338,16.9871,12.5037,20.6782,51.9311,14.2794,40.3505,31.2211,18.5409,11.7937,26.1734
91,64.4427,105.279,53.8294,47.7681,18.0035,10.4843,20.2718,61.6179,10.5294,40.5463,36.7124,14.0831,9.67649,30.9773
92,60.6134,109.115,46.0044,40.921,17.4427,11.6716,20.5411,58.7456,12.1488,40.8907,34.6257,15.877,10.4838,28.8407
93,82.5729,150.709,64.1327,55.7916,23.4727,15.6264,28.2074,80.0402,15.161,53.0592,44.3506,20.5855,12.7706,39.3675
94,142.436,328.754,86.6105,72.5319,44.2138,37.6285,59.6365,141.314,37.1551,101.648,68.9673,50.694,27.2614,67.5698
95,73.2856,126.472,59.3202,52.1889,20.7578,12.9036,24.0751,70.4525,12.7084,46.5175,40.5718,17.1516,11.1773,35.1793
96,103.777,173.8,89.3706,76.5013,27.6223,15.4308,33.1172,98.7518,14.4472,61.0276,52.9769,20.8766,12.7629,50.4324
97,114.602,242.229,77.7354,66.2528,34.5703,26.7686,44.6344,112.336,26.351,78.3405,57.6539,36.0691,20.253,54.7268
98,118.764,251.718,80.418,68.0684,35.2913,27.4124,46.1598,116.477,26.9274,80.8118,58.9054,37.0471,20.5817,56.5588
99,64.1391,107.404,52.608,46.3695,17.996,10.2933,21.031,60.7497,11.2111,41.2693,35.6123,15.2896,10.0833,31.506
