,gauge_126001A_SandyCkHomebush:Downstream Flow Volume,gauge_126001A_SandyCkHomebush:Constituents@N_DIN@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@N_DON@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@N_Particulate@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_DOP@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_FRP@Downstream Flow Mass,gauge_126001A_SandyCkHomebush:Constituents@P_Particulate@Downstream Flow Mass
2010-03-06,871726.7246611941,96.29738746479528,235.31267044003894,373.33624339938405,13.670322993251634,53.43071251075574,135.74097613823514
2010-03-07,548896.88695886,58.466560333274515,142.4054937258596,232.47664567863364,8.159836029545403,31.84356962433671,85.15787485737152
2010-03-08,363726.1193125605,37.601196269171716,91.3807828264062,152.43644526001623,5.174645674533465,20.166552182349555,56.15185899556631
2010-03-09,269185.9369097875,27.13303391285707,66.07186186923073,124.59615739663043,3.722805989254007,14.498010734523818,45.15776981367445
2010-03-10,203004.67375495943,20.03390702362077,48.886202177824764,97.79900882925912,2.74299260237913,10.67600945378727,35.408126945149405
2010-03-11,162187.60684928732,15.604982974095275,38.16741730084227,78.73759023246981,2.1366729943447003,8.311408434129506,28.630964654554916
2010-03-12,144547.40192967473,13.549096078451882,33.3367123068024,70.27823368111443,1.8715938772787402,7.279953766474674,25.546832934546497
2010-03-13,142567.8975991981,13.108720410474948,32.598583413294776,65.28840683811687,1.8361960717968266,7.145912892964522,24.059078239984785
2010-03-14,165515.50402137256,15.3775051215333,39.39154590077916,65.7563523375379,2.2716533748749583,8.869765341420058,25.333314965311796
2010-03-15,225105.4688028098,21.68929607268769,57.58459397028064,71.673117107884,3.4314382993366994,13.45274336855552,29.79974414369655
2010-03-16,247631.28898343505,22.567363433086516,60.39101661742767,66.05654977978234,3.622375757919267,14.208450466313193,30.624570883974094
2010-03-17,219162.02523579143,18.58002743889276,49.66524502174779,52.04319046600336,2.971652534542134,11.645726992390387,26.23026693227027
2010-03-18,172443.9831251936,13.832965662600744,36.812455019312054,38.19634877060768,2.192795085319257,8.583664754670952,20.266597494148986
2010-03-19,130495.18651342594,10.016268390526802,26.51295214136519,27.65045273998794,1.570706645211732,6.140501331957533,15.115492328512913
2010-03-20,103377.06276526934,7.51553948271883,19.775494184902147,20.888860511747467,1.1630591296762856,4.538217426947698,11.73642007436053
2010-03-21,19350868.64716585,3074.681187829092,7833.616044686818,12222.683089922739,494.6925906027074,1953.4265543289735,3924.2196848141252
2010-03-22,14586905.908634705,2193.5660185127645,5519.691195589712,8837.233367346933,341.69238363211565,1346.9351334866112,2914.6110090087595
2010-03-23,11273344.627456857,1613.6675104194399,4037.3586466918046,6214.892156116105,249.08160251163088,980.8959463258745,2087.9052784303985
2010-03-24,6373892.345054908,847.7204337559996,2104.582721025183,3283.6236793016974,128.13168454078274,503.70504164615375,1132.8372656529314
2010-03-25,3429924.965245519,423.99020687651023,1045.0198062091747,1682.162911205679,62.61816898136621,245.6722104845035,593.9788962578235
2010-03-26,1943854.339066952,224.39201622754615,550.1588998859585,908.75109750843,32.458267464867546,127.09046788436544,327.7167804232326
2010-03-27,1153239.1140705657,125.69204087382006,307.02750492253546,518.529677869509,17.851324091169857,69.76583028163252,190.10208624453415
2010-03-28,716321.5565688492,74.54149030523945,181.6120762667881,312.34622441025823,10.420781598607586,40.656659186350566,115.85978683163067
2010-03-29,475127.3191842359,47.3386265828578,115.1772699568902,200.11740440162285,6.53577382845088,25.458885311137742,75.12319606935931
2010-03-30,340334.45026669436,32.54311531306541,79.20621893785867,136.97882908884554,4.457271383990183,17.339064637002643,52.20567860102992
2010-03-31,256849.06236850223,23.55032855888048,57.389712068532,98.24354798417099,3.2075585603887693,12.462036223598831,38.16320136568563
2010-04-01,204275.83919654906,18.37160056622354,43.43200219351142,73.41746455383144,2.412013669947047,9.357651947553538,29.269671217254
2010-04-02,162140.20695411137,14.545024558513791,33.07519732687671,55.36062284886475,1.8256293695890324,7.073317293996175,22.55781366936282
2010-04-03,132317.06091991183,12.968584465046884,25.85506516808298,42.78598587491805,1.4186869461666034,5.488931244360901,17.856043179421153
2010-04-04,111149.90134700845,12.101566584002358,20.689313728158567,33.83992078372772,1.1284987680552623,4.359110409717499,14.519067410426011
2010-04-05,99893.59519388863,21.097690435081287,17.857595372826403,28.19988533714418,0.9734015251130902,3.756309821099557,12.530612216159566
2010-04-06,89563.57672808254,27.062641602470546,15.42501904689974,23.55813252030763,0.8400388774932699,3.2386364053039647,10.8390825249232
2010-04-07,78284.82287122495,29.22270757580197,13.093424880680718,19.442544885547044,0.711988558187265,2.7425201481025936,9.19454354027435
2010-04-08,67421.45175407552,28.751368644128416,10.999681621448014,15.950400089430051,0.5968178544382495,2.2967109111502655,7.705112802791409
2010-04-09,57638.990257649275,26.84016854462,9.199838151975092,13.072461191568918,0.4978259069518584,1.913843635273374,6.420016888362515
2010-04-10,49161.27761549257,24.310392317812667,7.6932640814962,10.739723602546725,0.41507083170408526,1.594052058755847,5.3435489884012775
2010-04-11,41964.84830965038,21.641137405370507,6.449973517739183,8.8631188101074,0.34691723492327264,1.330927526975436,4.456291906650148
2010-04-12,35919.18311098953,19.08189294882594,5.430457733926701,7.356250033543625,0.2911703208197332,1.1159088809245157,3.730578596828711
2010-04-13,38318.88564207335,30.27950682002772,5.880110049977517,7.6132077097331265,0.32178302628311506,1.235585859523081,3.901830423809648
2010-04-14,38634.35963744465,37.47699788470023,5.997164355507597,7.921951952313666,0.3313615557900552,1.2741971694902674,4.045811808477836
2010-04-15,42025.6491711866,51.10654828472558,6.733613984886811,9.011621547923916,0.37711011913590387,1.4537491679570937,4.580295126465983
2010-04-16,42407.10002464375,59.025416919323256,6.9680795032605705,9.679400069721494,0.3932103191404467,1.5184202915258898,4.857413850071326
2010-04-17,41246.05727536026,61.99591711109166,6.8524975725231325,9.978712442755707,0.38800092149230636,1.4994656494360195,4.9432979100590915
2010-04-18,42643.96032629114,68.26476096665036,7.087341581425788,10.60736647494306,0.403255430496423,1.5590884771274944,5.241374664405937
2010-04-19,47474.0996065894,76.81376701828071,7.638115369804531,11.63964353939115,0.435488542534544,1.6826932364313882,5.868298058780409
2010-04-20,51034.21340814515,82.9262351335691,8.006623842832884,12.367605733474855,0.4564849013244385,1.7632714604772994,6.370912325896293
2010-04-21,52995.52730423235,84.26690939782355,8.033892813648103,12.600734930046018,0.45669193180926876,1.7623912409888423,6.6340231601427995
2010-04-22,56421.67796173252,83.68976614654328,8.030703536453647,12.79805725615472,0.45307730051091416,1.7443297481218116,6.975371676460895
2010-04-23,60077.9022879665,84.2222596908097,8.103255541718127,12.914953909018703,0.4547332103999072,1.747051886916209,7.28701472016568
2010-04-24,60616.33443908475,80.56865923938568,7.8134655289542145,12.465291884334535,0.43563759994473317,1.6703353690626135,7.236226290983891
2010-04-25,58875.31564778277,73.99303825499943,7.272875114775896,11.616270591473876,0.4024689773205822,1.53969241139249,6.904593029871363
2010-04-26,54847.26902004752,65.56431647410813,6.540326320659326,10.467334676941144,0.3592449236048225,1.3713409575503812,6.326238107551482
2010-04-27,51224.40384262771,57.67287074096594,5.87224635006103,9.38736226898644,0.3198280729023901,1.2176446177080642,5.779732550709203
2010-04-28,49569.47158108857,51.26516653191334,5.385523754375132,8.573553977255665,0.2901352569439796,1.10063247886451,5.438298543949803
2010-04-29,47657.593183667515,45.0830184779353,4.906059034699908,7.78399700792041,0.26122882361508193,0.987205181594862,5.097061289405811
2010-04-30,44335.74556620438,38.782829986005105,4.3667770083405255,6.911484341992209,0.22992596572340263,0.8658665234924635,4.642349082593401
2010-05-01,40475.83475301917,32.94983970221634,3.839493686754924,6.054190274579016,0.19999140633326204,0.7505753381935016,4.150746041791218
2010-05-02,38939.093867184885,28.744564047179622,3.613211572332438,5.604125248174185,0.18752920444921836,0.7023171421806492,3.900323044009514
2010-05-03,39425.85614734734,25.73711917447372,3.649219943129609,5.5156935094153505,0.19008804160449203,0.7119169481718995,3.881291168532538
2010-05-04,39354.89053250097,22.815165601366587,3.65969024119785,5.398389825935508,0.19132878282046634,0.7170284630415698,3.8308652736123223
2010-05-05,37595.845827655954,19.73124833137154,3.508801797093536,5.076118540531166,0.18355312291826445,0.6880899468186034,3.626749761971469
2010-05-06,34882.932608981486,16.801113512831236,3.2635499154760277,4.637598814304093,0.1705203678611125,0.6391562206203238,3.3285740012200735
2010-05-07,32161.032043062372,14.269115043810833,3.002649972201818,4.192984212033427,0.15649563921724474,0.5862024988134139,3.025788582537132
2010-05-08,29577.350275796445,12.123958702676788,2.744578371850602,3.7705041331941023,0.14256913844848004,0.5334797549885798,2.739320851807677
2010-05-09,30364.177891014144,10.987666514220448,2.836883470776867,3.8029112756854833,0.14818498228432903,0.5549100261596361,2.7783523089924334
2010-05-10,40462.48965415158,12.380901490020209,4.633209126838909,13.206910894235062,0.2581445823284821,0.9827967079943841,5.9799259081380205
2010-05-11,49972.783639425594,13.279254139300322,6.422463007559768,19.524833565363476,0.3668222810137126,1.4068942075377633,8.41671704227781
2010-05-12,55808.88106965175,13.145436742878575,7.562612270419827,23.281938542017976,0.435358208563464,1.6745663940344016,9.882461435116392
2010-05-13,56605.57734302535,12.088352747514143,7.861232948547723,24.27286073837258,0.4531892209439097,1.74489445874241,10.233358210693133
2010-05-14,54893.440283824435,10.693196770408129,7.657673710996311,23.6914745001572,0.44047129499419957,1.6956630975483153,9.970219150180831
2010-05-15,52857.7535091528,9.338068740370366,7.267015154849986,22.5273026474159,0.41591959008086526,1.5994166452573046,9.521007506758608
2010-05-16,52977.794906275325,8.268383939356617,6.9738416844110285,21.598064306290095,0.39560798449745926,1.5177108941478463,9.285288427676624
2010-05-17,57169.78711582199,7.746590592697859,7.120392151723445,21.48460556770776,0.4001365718877177,1.530858095756231,9.545905372787333
2010-05-18,67818.4321273663,8.630439746707355,8.678114599440866,25.063135526147747,0.491891455182528,1.8857229654389083,11.138989972076148
2010-05-19,71968.8798981969,8.776463270319907,9.441668455376975,26.537240717678657,0.5380620101030217,2.0658749595982746,11.733616229843948
2010-05-20,73774.5899758588,8.490945807665948,9.694309893653868,26.50643854053793,0.553018382735253,2.123458428183562,11.761449958689985
2010-05-21,73555.02988619458,7.885046108756429,9.498036217693961,25.26756370151115,0.5404346898489044,2.0730932526647377,11.347053592115206
2010-05-22,70054.53387936526,7.00441270602185,8.844947982196983,22.94068689040273,0.5009990134347966,1.9191230689227705,10.445603693520496
2010-05-23,65595.14066174533,6.0948752458016395,8.041725838089201,20.335375067566652,0.4524864225369759,1.7299834694641079,9.422035505184185
2010-05-24,60182.30438283777,5.208923761085169,7.153183794510395,17.654431695558976,0.3994297619113546,1.5238553003617223,8.329823834960994
2010-05-25,54749.53580014364,4.418025656439608,6.296800510885468,15.172206029706407,0.3486278326860976,1.3268403924257288,7.299277009007714
2010-05-26,49839.94400878508,3.7561285504231803,5.538561494767188,13.026944246911988,0.3038755840165617,1.1535542585054581,6.4056115143988555
2010-05-27,45602.73551397078,3.212419562269692,4.888288877419103,11.214657832279997,0.26561896210645286,1.0055541810572999,5.652716564326084
2010-05-28,42183.34816540388,2.7717422661434603,4.346426483954788,9.720720713009717,0.23369039648519668,0.8819864717322866,5.045042202733285
2010-05-29,41499.076862468224,2.483625732665062,4.029504031992084,8.736902575248356,0.2135439703179741,0.8023615187721583,4.754318800366439
2010-05-30,39874.810026295716,2.198425501375861,3.6731147517776597,7.755413673694499,0.19200901546801602,0.7184446415230968,4.416930812564601
2010-05-31,38368.53160712928,1.9500392072285346,3.3567465305003426,6.892926829583112,0.17290300701057076,0.6440455582661481,4.114889071833251
2010-06-01,37223.15294614826,1.7418919960828283,3.0912764523344247,6.165423608156929,0.15674207306111937,0.5809579014578177,3.8686490859984732
2010-06-02,35921.7005244403,1.5550391478676935,2.8415491128798913,5.508948284857187,0.1418521036987622,0.523117147401904,3.6290903373167365
2010-06-03,37320.372260211676,1.512515133614727,2.843597506206532,5.155344627252646,0.14087172110645932,0.5176322902125504,3.624057170178794
2010-06-04,38507.03118636276,1.4903760869381093,2.8377304545190696,4.831783433275278,0.1395421283386869,0.5111398003872177,3.624803881676673
2010-06-05,39190.23663609882,1.458062840033696,2.80179436542576,4.511985153749234,0.13652161715717703,0.49845230919960326,3.597150324171773
2010-06-06,39084.676575715304,1.402059443611805,2.721358189962826,4.175610306747972,0.13133819249487955,0.47797054627294894,3.5115941027663875
2010-06-07,38564.37395658842,1.3322762866435518,2.6201290506813053,3.8522586459052044,0.12519148272582714,0.4540425651738808,3.397690605834684
2010-06-08,38082.671691081414,1.26201182853148,2.523164573828857,3.57289575036164,0.11929494759660544,0.43102495572643784,3.294931791458407
2010-06-09,37226.423889899,1.1837902712562167,2.408516729786837,3.3052735459123816,0.11271695857455674,0.4057110816046146,3.170176035477183
2010-06-10,36270.63633454393,1.1059272359879218,2.293328468049894,3.0637237110133766,0.10623838038002388,0.38089336679725855,3.044242535140691
2010-06-11,37319.51328474056,1.0743917682691555,2.2841629691049365,2.9803037243002937,0.10448720555604281,0.3726327291388634,3.091318423470164
2010-06-12,37777.50739381976,1.0339864492606619,2.2430961857592764,2.8886579648623325,0.10138386842615757,0.35979096319854953,3.1091927841652414
2010-06-13,38915.12857483512,1.010067626708982,2.24019728568956,2.8583651474200873,0.09992795527696598,0.3527408487984088,3.188641300168452
2010-06-14,41763.499760837585,1.0219182862387806,2.3204751319820978,2.952425712540826,0.10198386843322883,0.35780135146206365,3.420026535978085
2010-06-15,45750.65308793899,1.0784587150844809,2.471423058601947,3.1346207857442034,0.10748514696455118,0.375445679992544,3.759375160706973
2010-06-16,47899.20930310697,1.1061725840857186,2.5414009662087453,3.219456667912478,0.1096818448187138,0.3820125842947611,3.9513590336996054
2010-06-17,48475.00237087372,1.1015383848036338,2.54365950007759,3.209634185732093,0.1091475446853697,0.3792938287104799,3.997546811902896
2010-06-18,47479.06450613875,1.0634148528703564,2.4755705585613934,3.1045187667931797,0.10578771834859547,0.36693397648179793,3.8987538878730117
2010-06-19,47814.60464123644,1.0470313372645137,2.470698875343739,3.076393729483711,0.1051615665481626,0.36385959219697733,3.899416209702245
2010-06-20,47195.18480439944,1.0135125123119957,2.418859674888649,3.003889573633984,0.10261387626053273,0.3542879767497364,3.8305016445088222
2010-06-21,46341.99536375407,0.9759125614452566,2.358159682960473,2.9218308492789418,0.09970027549388093,0.3435137213913865,3.7424547707923033
2010-06-22,45347.15305704789,0.9366729253596491,2.291434280429991,2.8358829610454026,0.09655514326916473,0.33199208177236034,3.644927295287351
2010-06-23,45047.82145099478,0.9121300072884422,2.261657851695381,2.790771974109375,0.09516164775201767,0.3266597633717464,3.6026565027095327
2010-06-24,45143.13144974242,0.915439901696052,2.2603600495442113,2.7776266603786324,0.09515871186311628,0.326538853827204,3.602780270345831
2010-06-25,47615.39464008475,1.1527544842651674,2.564944739132312,2.8854883915747163,0.11310899740982899,0.3954866967592275,3.765403806375468
2010-06-26,47686.70328604545,1.3349505323603326,2.7232740146634766,2.870901166881706,0.12371762314955782,0.4379490011037054,3.750104544695314
2010-06-27,46773.53070691756,1.4414840684600876,2.7965736698692427,2.797582251604248,0.12961191848297773,0.4625370575515891,3.649714723629222
2010-06-28,45135.9946713518,1.4729823479880688,2.7890311023565904,2.681696687203881,0.13091830466082147,0.4695244245600136,3.4896481404602544
2010-06-29,44301.47731731211,1.4828262448069118,2.7895385413821288,2.6116225975167784,0.1318349751624606,0.4739925128571751,3.396516542895225
2010-06-30,42957.47526807389,1.447878308954848,2.731300441473814,2.5195155096805366,0.12945194218892223,0.4659134440194998,3.273072823033186
2010-07-01,41394.18450831047,1.3852051828138654,2.6398108314322886,2.417811408586312,0.12506167535541793,0.4500715482980291,3.136760501073352
2010-07-02,41974.172018911704,1.3603527366810801,2.6455940975791123,2.439449424453117,0.12463925558414274,0.4476214056851602,3.176885018867028
2010-07-03,42628.17611855941,1.3287791791050616,2.638706990923009,2.4792201552679156,0.12332262783342901,0.4416603700504373,3.241646512057181
2010-07-04,43434.76917803407,1.2942814682969532,2.630968817277353,2.5335756060752983,0.12168861423128982,0.43428553564764333,3.32529665784369
2010-07-05,43692.386311285125,1.2450824176914528,2.590253838399287,2.5609347293219007,0.11846941267821916,0.42122790564186074,3.368368388663061
2010-07-06,44142.672176408654,1.1993280505883825,2.5580292435667595,2.597498745111174,0.11557322107792911,0.40919579457907657,3.423405479909363
2010-07-07,44641.97685665384,1.155993563723975,2.527322242861043,2.636463436822992,0.11277764006479901,0.3974922424494252,3.4807406165622736
2010-07-08,46522.183290413945,1.2642695940481363,2.5823403335469486,2.7541661307013694,0.11421057913487173,0.4011224954441046,3.649079777713037
2010-07-09,47012.72244219987,1.3565733159881723,2.572689297873081,2.7977176946517184,0.11301883572235881,0.395913924510006,3.708900199879394
2010-07-10,46550.90991750147,1.396346440014168,2.5196620257134317,2.7795843703725764,0.11000647479820316,0.3844189650841531,3.680119434079951
2010-07-11,46045.656256406015,1.6842165789014252,2.521913410673364,2.741886725588064,0.11095244238829724,0.3886799677903649,3.622838660332285
2010-07-12,45029.68812754546,1.921131928413977,2.4836078032129767,2.6757257740116196,0.10967788365260094,0.3846640367627905,3.5267149777943425
2010-07-13,43143.22709830293,2.034654020701913,2.392274578937407,2.5605149729541594,0.10587390172798192,0.371547875532838,3.3625866487295486
2010-07-14,40290.0091931901,2.032016106243978,2.2469408293308804,2.3889406409237925,0.09957563019700866,0.34958153802864056,3.120774399733155
2010-07-15,36879.80475122486,1.9368640747212174,2.0693050942729734,2.1812776873894117,0.09178198059750088,0.32226039936520434,2.83108085022375
2010-07-16,33868.87879529901,1.8106063207707714,1.9079375262584535,1.992327151863024,0.08465734172684439,0.2971391848298369,2.5714956440914296
2010-07-17,31179.127227344852,1.670599641249302,1.7594369469568958,1.8225825090059151,0.0780637287639917,0.2738110123212092,2.341642380350434
2010-07-18,29073.743183493385,1.5391962478068315,1.6375465229062245,1.6882929593719163,0.07260668211605302,0.2543943750298523,2.163616098647031
2010-07-19,27106.86726281808,1.4090790907919992,1.5210788011778495,1.5664955445499238,0.06737910381006536,0.23579898761431398,2.0037796595415984
2010-07-20,25113.091709160923,1.2773111659787575,1.4045243934982858,1.4459042464377225,0.06212882157819161,0.21717448424098168,1.8455285727754394
2010-07-21,23575.87387080014,1.16342363125856,1.3121370075325562,1.3519669341609162,0.057904441699046565,0.20212424964655462,1.7248802275060315
2010-07-22,21955.34345410751,1.0513784019209107,1.2161105058436037,1.2564922633740134,0.05354187355311246,0.1866564626012938,1.601603903417285
2010-07-23,20702.31524148876,0.9555785874465014,1.140004919831539,1.1813066460027184,0.05003839272100803,0.1741797536548326,1.5066134182667459
2010-07-24,19827.36601065888,0.8762335687790103,1.0826324898217288,1.1282570703878665,0.04735463903839498,0.1645442885234653,1.4426077459740876
2010-07-25,19466.334545482125,0.8331499861632238,1.052154588789308,1.1060097339838766,0.045856904322630225,0.15907018410061224,1.4217992521438056
2010-07-26,20242.649577104923,0.8311209302578457,1.0755729856880074,1.1506039773676036,0.04663160596495683,0.16138755913553943,1.4960423482637997
2010-07-27,22094.414875477567,0.990885859167226,1.1617799460084897,1.2618673986823272,0.05036649312183214,0.17438305529529882,1.6649995696674822
2010-07-28,24765.829428393197,1.296570753899631,1.306850869710863,1.4241840035425737,0.057152475519701956,0.19870438368848073,1.905490732933233
2010-07-29,26571.492729557216,1.5866272388160478,1.415715475657442,1.5439942496062102,0.062471746358465426,0.21819894184362898,2.0808647542796157
2010-07-30,26970.78821489974,1.7514901837500578,1.4552878522958266,1.5820656380174443,0.06462217026272546,0.22654174547292275,2.1343474236159063
2010-07-31,26358.60850283913,1.7923964717981216,1.4415455134767767,1.5541855397213888,0.06430840677054496,0.22604267475844805,2.09108097686566
2010-08-01,25091.596660997668,1.741423325876623,1.389836498494769,1.4809750402829265,0.06222621198106377,0.21911555932336166,1.9829798827038927
2010-08-02,23456.508144154126,1.6339836157410979,1.3141985541137975,1.3811859477108108,0.059013368043066,0.2080349290172311,1.8383078016420813
2010-08-03,21656.92571446565,1.498171232901947,1.2255648059891413,1.268987271731577,0.05516906899196125,0.19460507566740054,1.6778958779939026
2010-08-04,19827.322286767732,1.3531284521692128,1.1317665901411436,1.1540408834953129,0.05105337625465376,0.18013722931704906,1.5155546420794335
2010-08-05,18794.1459930758,1.2429738173549263,1.0759759712539094,1.0811403198951506,0.04855964940452601,0.17121392668201885,1.4152617791076292
2010-08-06,17570.409377725853,1.1301597904723255,1.006725962830602,1.0033680359020296,0.045474701130277996,0.1602413323887989,1.3088213553749848
2010-08-07,16316.248025478444,1.020599313425094,0.9358969057453279,0.9259204984420373,0.04228126496362816,0.14889857532897663,1.203205059190958
2010-08-08,15066.956268538042,0.9165817736077058,0.8653579108330764,0.8499544078552532,0.039083715727719855,0.13755172769751328,1.1000269238136635
2010-08-09,13855.222758672526,0.8200134156388941,0.7968711310690764,0.7769561839417635,0.035972648945853655,0.12652027111827682,1.0013272994348588
2010-08-10,13943.018913788677,0.7987199318977841,0.8062786709916215,0.790825820996541,0.03651390735979238,0.12850726576991253,1.0042003647908488
2010-08-11,65599.39651596412,27.273250734384607,16.42596387857679,90.229626074299,1.0488476431428904,4.115979222348477,30.232661912480573
2010-08-12,102471.14212154163,51.46558020899795,30.41395560138352,160.20424140481055,1.9468480795147902,7.663637693011226,52.66026986011132
2010-08-13,116024.58730086862,62.11555639042369,36.3955800923161,193.7447481963147,2.3208223266084302,9.140183416093295,63.29496089253686
2010-08-14,113347.1190982981,61.913456154262285,36.12308118197133,200.19646271005294,2.2892292094583735,9.01351151969537,65.36819669137
2010-08-15,102710.0162066512,56.09971127663786,32.69290572715311,190.9767945673558,2.056471750737599,8.092764525565919,62.4833751946819
2010-08-16,89449.34156935911,48.36158224397799,28.21673955995622,174.22561065682473,1.7606401559825449,6.924133882197693,57.17545063321771
2010-08-17,76325.72504754255,40.639744869566925,23.780523803272178,154.91547515829973,1.4716078838636555,5.783520335991671,51.0064150249403
2010-08-18,64901.63992073563,33.86685118978566,19.90523006794024,136.25617531682536,1.2216639142072898,4.797827775896033,45.01982558351336
2010-08-19,54947.99401823194,28.088399319224656,16.59459708715772,118.8059963382599,1.0103430619727936,3.9652200520434793,39.381781169329436
2010-08-20,46524.70224160052,23.299316634595062,13.843966441945796,103.18774671448534,0.8363988273817388,3.2804243568515066,34.30622368964304
2010-08-21,40865.81762850509,19.805679250598736,11.858764832626017,91.32160015613128,0.7110614347384324,2.7866991601566733,30.483554449470798
2010-08-22,35809.856489963335,16.844859975616423,10.161014719114647,80.4967322203794,0.6049488353069611,2.369215207424583,26.969848314848647
2010-08-23,31366.49205009164,14.34102695326662,8.715663388558971,70.79315145587141,0.5153582408222364,2.0170188807443887,23.79903523218626
2010-08-24,27473.801504547922,12.22927394969922,7.487415721196718,62.20427256705119,0.4398397148663239,1.7203634632385782,20.975283818772542
2010-08-25,24263.552059671376,10.495086400700943,6.474904232320887,54.891227071574235,0.3779888704720414,1.4774540109580991,18.565142520043995
2010-08-26,23136.459033220322,9.39744088439572,5.86815872427769,50.35714180905976,0.3401799318291441,1.3280206597143556,17.13465422019182
2010-08-27,24015.156022843876,9.020917410502225,5.709190373515497,48.236006272107325,0.32925891757051223,1.2837343600122915,16.56974843770464
2010-08-28,23989.29616331201,8.474521073958686,5.425432630590047,45.13720175574866,0.3112915373207574,1.2125222315993174,15.643890486570193
2010-08-29,24969.892108919474,8.093219792324057,5.26601314585958,42.84276553676187,0.3001000890031974,1.167090419792985,15.025952117914544
2010-08-30,25832.78101939324,7.686414731257032,5.082737226094854,40.37110818111829,0.2876864529770039,1.116901452167112,14.340241741751733
2010-08-31,25559.605364942327,7.09252835214431,4.758112244413781,37.11419731939102,0.26739964890160844,1.0365388627554801,13.329169756554766
2010-09-01,24560.78314955458,6.417655804139587,4.3652720280615025,33.57252601575516,0.24351920128849366,0.9425350038177939,12.169454150990243
2010-09-02,23122.977491621008,5.729731746661656,3.949581586953898,30.042680752841378,0.2187129096630356,0.8452371870688601,10.974054026768478
2010-09-03,21467.116848075442,5.0714163532340155,3.541122808516723,26.698912179911524,0.19468883482293345,0.7512497814337005,9.815043999890113
2010-09-04,19826.708119174982,4.476484762008139,3.166301130324476,23.67875514251795,0.1728593861067978,0.6659877663325415,8.754756136110666
2010-09-05,18194.857334290347,3.9389893354492425,2.821244482725071,20.943589557096015,0.15299468568013633,0.5885555034192803,7.782244229323135
2010-09-06,17444.065086184724,3.553957842469033,2.5954853903151758,18.928625268374514,0.1397542007914527,0.5365511905018567,7.091612232918479
2010-09-07,17724.420612742484,3.304824060497363,2.48185353575638,17.566117719259633,0.13256215634786472,0.5075580700004012,6.676603232132447
2010-09-08,17525.945429713902,3.028471225459745,2.332294732250634,16.06012316834032,0.1237111351978367,0.4725901104318966,6.191642121000013
2010-09-09,16981.206916499475,2.7417372073194883,2.1635014731697733,14.510819113222313,0.11397522620393172,0.4344707583694948,5.669306819732194
2010-09-10,16171.288132491092,2.4579640814591253,1.9847837270575068,12.99113641207113,0.10387439600515683,0.3951643025377513,5.136737768426314
2010-09-11,15199.670488112075,2.1887745037156603,1.8061226017510168,11.55972530157493,0.09393465597880604,0.356653720220386,4.619451362346533
2010-09-12,14153.388455051572,1.941129509801361,1.6347160720398475,10.249519547587257,0.08451917272841897,0.320297701634595,4.134228455651419
2010-09-13,13094.696150548647,1.7179829830983417,1.4747918726935751,9.072840172110032,0.0758281993821043,0.2868335120437677,3.689730154126487
2010-09-14,12063.915491887172,1.5196245447934118,1.328327623944752,8.028899266860108,0.06794271470536269,0.25654555187162403,3.288889901656011
2010-09-15,11084.940467429857,1.3448144380953522,1.1958231760674667,7.109707125536923,0.06086789556088323,0.22943215078064652,2.9311117606565547
2010-09-16,10170.351521397992,1.191560193551091,1.0768977180211936,6.303948570445864,0.05456563295115223,0.205329830224638,2.613855316355394
2010-09-17,9325.328286542466,1.0575921045280885,0.970693974132535,5.599274590021708,0.04897598407188286,0.1839949712089746,2.3336552454806037
2010-09-18,8550.401648839415,0.9406325889224006,0.8761333713874563,4.98355566095358,0.044030350658100244,0.165153749789458,2.086734514755036
2010-09-19,7843.320726398146,0.8385375183276688,0.7920702108480309,4.445510723697425,0.03965918121037804,0.14853111875088693,1.8693544878782655
2010-09-20,45854.58642352883,12.771529145600997,13.45584578599107,78.01525995722695,0.8600497725736332,3.384426183437038,25.171783706855063
2010-09-21,100410.61083893647,30.892719629643423,34.35409546331265,170.133182806454,2.2063884255572694,8.706210489527509,54.21955213049178
2010-09-22,122085.33946004897,39.01145537013053,43.44199994816897,202.30026668067853,2.7840868431669783,10.990094435966444,64.51306792482936
2010-09-23,137089.94834387637,44.26844153855497,48.349802057201494,217.16670564058361,3.087202455069431,12.181926069924621,69.76296683851398
2010-09-24,131155.97312605058,42.52336460824244,45.44007168918903,205.20737708466368,2.886914575198113,11.385342845630682,66.4834470486516
2010-09-25,121263.40169923229,38.773019208575505,40.623080014772825,186.9002324748137,2.565527824315407,10.109882446730362,61.21526436469242
2010-09-26,152122.12277446318,45.186486751204285,50.77442524103259,195.02409503038143,3.1963058756762783,12.599434882195379,65.06001450809197
2010-09-27,157700.85438393924,43.70096267415155,51.134209313488014,177.15446996855727,3.206461263304829,12.637759248188468,60.33810578981119
2010-09-28,137685.3560101561,36.68132571723788,43.378029282598554,146.00332570036778,2.70950112702049,10.674692951562594,50.443171147379005
2010-09-29,113969.86886062135,29.681236877614534,34.80213522015946,118.15525170279872,2.1658582316154202,8.52756114635244,41.22459126691104
2010-09-30,1260863.089787295,373.2572526709093,556.6611680703121,537.4994559256993,35.821258353522325,141.8948849064652,184.6881709367593
